"ID_FlightType","Flight_Type","Flight_status"
"F8362","International","Retardé"
"F8363","International","Annulé"
"F8364","International","Annulé"
"F8365","International","Retardé"
"F8366","National","Annulé"
"F8367","International","Annulé"
"F8368","International","Annulé"
"F8369","International","à l heure"
"F8370","International","Retardé"
"F8371","International","Annulé"
"F8372","International","Retardé"
"F8373","International","Annulé"
"F8374","International","Retardé"
"F8375","International","Annulé"
"F8376","International","Retardé"
"F8377","International","Annulé"
"F8378","International","Retardé"
"F8379","National","Annulé"
"F8380","International","Retardé"
"F8381","International","Annulé"
"F8382","International","Annulé"
"F8383","International","Annulé"
"F8384","International","Annulé"
"F8385","International","Annulé"
"F8386","International","à l heure"
"F8387","International","Annulé"
"F8388","International","Retardé"
"F8389","International","Annulé"
"F8390","International","Annulé"
"F8391","International","Retardé"
"F8392","International","Retardé"
"F8393","International","Annulé"
"F8394","International","Annulé"
"F8395","International","Retardé"
"F8396","International","Annulé"
"F8397","International","à l heure"
"F8398","International","Retardé"
"F8399","International","Annulé"
"F8400","International","à l heure"
"F8401","International","Retardé"
"F8402","International","Annulé"
"F8403","International","Retardé"
"F8404","International","à l heure"
"F8405","International","Retardé"
"F8406","International","Annulé"
"F8407","International","Retardé"
"F8408","International","Annulé"
"F8409","International","à l heure"
"F8410","International","Retardé"
"F8411","International","Retardé"
"F8412","International","Retardé"
"F8413","International","à l heure"
"F8414","International","Annulé"
"F8415","International","Annulé"
"F8416","International","Annulé"
"F8417","International","Annulé"
"F8418","International","Retardé"
"F8419","International","Annulé"
"F8420","International","à l heure"
"F8421","International","Retardé"
"F8422","International","Annulé"
"F8423","International","Annulé"
"F8424","International","Annulé"
"F8425","International","Retardé"
"F8426","International","Retardé"
"F8427","International","Retardé"
"F8428","International","Annulé"
"F8429","International","Retardé"
"F8430","International","Annulé"
"F8431","International","Annulé"
"F8432","International","Annulé"
"F8433","International","Annulé"
"F8434","International","Annulé"
"F8435","International","à l heure"
"F8436","International","Annulé"
"F8437","International","à l heure"
"F8438","International","Retardé"
"F8439","International","Annulé"
"F8440","International","Retardé"
"F8441","International","à l heure"
"F8442","National","Annulé"
"F8443","International","Retardé"
"F8444","International","à l heure"
"F8445","National","Annulé"
"F8446","International","Annulé"
"F8447","International","Annulé"
"F8448","International","Retardé"
"F8449","International","Retardé"
"F8450","International","Annulé"
"F8451","International","Annulé"
"F8452","International","Annulé"
"F8453","International","Annulé"
"F8454","International","Retardé"
"F8455","International","Retardé"
"F8456","International","Retardé"
"F8457","International","Annulé"
"F8458","International","Annulé"
"F8459","International","Annulé"
"F8460","International","Annulé"
"F8461","International","Annulé"
"F8462","International","Retardé"
"F8463","International","Annulé"
"F8464","International","Annulé"
"F8465","International","Annulé"
"F8466","International","Annulé"
"F8467","International","à l heure"
"F8468","International","à l heure"
"F8469","International","Retardé"
"F8470","International","Annulé"
"F8471","International","Annulé"
"F8472","International","Retardé"
"F8473","International","Retardé"
"F8474","International","Retardé"
"F8475","International","Annulé"
"F8476","International","Annulé"
"F8477","International","Annulé"
"F8478","International","Retardé"
"F8479","International","Annulé"
"F8480","International","Annulé"
"F8481","International","Annulé"
"F8482","International","à l heure"
"F8483","International","Retardé"
"F8484","International","Annulé"
"F8485","International","Retardé"
"F8486","International","Retardé"
"F8487","International","Annulé"
"F8488","International","Annulé"
"F8489","International","Retardé"
"F8490","International","Retardé"
"F8491","International","à l heure"
"F8492","International","Annulé"
"F8493","International","Annulé"
"F8494","International","Annulé"
"F8495","International","Retardé"
"F8496","International","Retardé"
"F8497","International","à l heure"
"F8498","International","Retardé"
"F8499","International","Annulé"
"F8500","International","Annulé"
"F8501","National","Annulé"
"F8502","International","Retardé"
"F8503","International","Annulé"
"F8504","International","à l heure"
"F8505","International","Annulé"
"F8506","International","Retardé"
"F8507","International","Retardé"
"F8508","International","à l heure"
"F8509","International","Retardé"
"F8510","International","Retardé"
"F8511","International","Annulé"
"F8512","International","Annulé"
"F8513","International","Annulé"
"F8514","International","Annulé"
"F8515","International","Annulé"
"F8516","International","Annulé"
"F8517","International","Retardé"
"F8518","International","Retardé"
"F8519","International","à l heure"
"F8520","International","Annulé"
"F8521","International","Retardé"
"F8522","International","Annulé"
"F8523","International","à l heure"
"F8524","International","Retardé"
"F8525","International","Retardé"
"F8526","International","Annulé"
"F8527","International","Annulé"
"F8528","International","Annulé"
"F8529","International","Retardé"
"F8530","International","Retardé"
"F8531","International","Retardé"
"F8532","International","Retardé"
"F8533","International","à l heure"
"F8534","International","Retardé"
"F8535","International","Annulé"
"F8536","International","Annulé"
"F8537","International","Annulé"
"F8538","International","à l heure"
"F8539","International","Retardé"
"F8540","International","Annulé"
"F8541","International","Retardé"
"F8542","International","Annulé"
"F8543","International","Retardé"
"F8544","International","Retardé"
"F8545","International","Annulé"
"F8546","International","Annulé"
"F8547","International","Annulé"
"F8548","International","Annulé"
"F8549","International","Retardé"
"F8550","International","Retardé"
"F8551","International","à l heure"
"F8552","International","Retardé"
"F8553","International","Retardé"
"F8554","International","Annulé"
"F8555","International","Annulé"
"F8556","International","Retardé"
"F8557","International","Retardé"
"F8558","International","Retardé"
"F8559","International","à l heure"
"F8560","International","à l heure"
"F8561","International","Retardé"
"F8562","International","Retardé"
"F8563","International","Retardé"
"F8564","International","Annulé"
"F8565","International","Annulé"
"F8566","International","Retardé"
"F8567","International","Retardé"
"F8568","International","Annulé"
"F8569","International","Retardé"
"F8570","International","à l heure"
"F8571","National","Retardé"
"F8572","International","Annulé"
"F8573","International","Retardé"
"F8574","International","Retardé"
"F8575","International","Retardé"
"F8576","International","Retardé"
"F8577","International","Annulé"
"F8578","International","Retardé"
"F8579","International","Retardé"
"F8580","International","Annulé"
"F8581","International","Annulé"
"F8582","International","à l heure"
"F8583","International","Retardé"
"F8584","International","à l heure"
"F8585","International","Annulé"
"F8586","International","Retardé"
"F8587","International","Retardé"
"F8588","International","Annulé"
"F8589","International","Retardé"
"F8590","International","Retardé"
